sensor_a,sensor_b,n_pairs,mean_signed,std_signed,mean_abs,median_abs,p95_abs,pearson_r
D,L,356,-6.015369892120361,9.763138771057129,9.137677192687988,7.766954660415649,23.063437461853027,0.4985483345926407
D,M,368,-4.401049613952637,12.292669296264648,10.561394691467285,8.923609733581543,26.021597290039054,0.1594857661061604
D,U,368,-6.022678375244141,8.708385467529297,8.514703750610352,7.022826194763184,21.112234783172607,0.5349328697053235
D,V,368,-6.00735330581665,8.977517127990723,8.62464714050293,7.263178586959839,21.483979129791244,0.49599420174941367
E,F,360,0.7115996479988098,9.510190963745117,7.37305212020874,5.648509979248047,19.385859203338622,0.43886231684762506
E,H,199,17.524168014526367,8.703235626220703,17.6364803314209,19.04912757873535,30.114633750915527,-0.05543625361067649
E,K,130,0.07562223821878433,8.645289421081543,6.752508640289307,5.170729875564575,17.38057985305786,0.4987346760003333
E,L,348,-1.3729944229125977,10.092445373535156,7.724562168121338,5.94516134262085,21.026411342620847,0.3651477396506545
E,M,360,0.43129763007164,10.02359390258789,7.625776290893555,5.7932679653167725,21.06120109558106,0.3134424760997118
E,U,360,-1.109157681465149,7.918097972869873,6.167706489562988,5.042850494384766,16.634256458282472,0.4874637870985529
E,V,360,-1.0394809246063232,7.8934550285339355,6.221909523010254,5.0399169921875,15.723640918731691,0.4789625274836679
F,H,205,17.353622436523438,10.47059440612793,18.42538070678711,19.644737243652344,31.669766998291,-0.02612873851657389
F,K,140,0.656877338886261,10.443530082702637,8.310199737548828,6.3646275997161865,20.6396800994873,0.12099833145611123
F,L,358,-1.8432081937789917,9.076356887817383,6.849606037139893,4.8688883781433105,21.446596431732175,0.5353520540822889
F,M,370,-0.10657358914613724,11.787978172302246,9.362287521362305,7.986272811889648,24.722640037536625,0.17445147984527098
F,U,370,-1.7514820098876953,8.209115028381348,6.524896621704102,5.230050086975098,17.67921781539917,0.5467857303315846
F,V,370,-1.7491836547851562,8.514019012451172,6.578795433044434,4.827494382858276,18.368454837799074,0.5026033335574711
H,K,56,-18.171823501586914,8.538164138793945,18.18043327331543,17.557251930236816,30.45091152191162,-0.09382226428090609
H,L,200,-19.474092483520508,10.06695556640625,20.259428024291992,21.57983112335205,31.43656148910522,0.004286874221886117
H,M,205,-17.155776977539062,9.258769035339355,17.546772003173828,18.02311134338379,30.645090866088868,-0.0772137944818602
H,U,205,-18.92040252685547,7.975019931793213,19.052268981933594,19.697593688964844,31.665142440795897,-0.035294509045819
H,V,205,-18.600753784179688,7.943452835083008,18.705049514770508,18.980064392089844,29.759986495971678,-0.08074895554675293
K,L,140,-2.5332603454589844,12.665312767028809,9.693707466125488,7.247008323669434,28.236325168609593,-0.01742666756692228
K,M,140,0.7863524556159973,11.182085037231445,8.763124465942383,7.200078725814819,22.713007545471175,0.25844108847131453
K,U,140,-2.833216667175293,9.510045051574707,7.843589782714844,6.868153095245361,19.083435153961133,0.19724436552810248
K,V,140,-3.268669366836548,9.344571113586426,7.835690021514893,6.415026426315308,19.772102451324457,0.20186878555761437
L,M,358,1.8646137714385986,11.11801528930664,8.685136795043945,6.733067989349365,22.942060661315914,0.26619395343517677
L,U,358,0.08244091272354126,8.516714096069336,6.524220943450928,5.192694425582886,16.23593664169311,0.5074952606082059
L,V,358,0.27077165246009827,8.901803970336914,6.491626262664795,4.918297052383423,17.19284391403198,0.45859147512311554
M,U,370,-1.6449083089828491,9.049752235412598,7.105942726135254,5.702722072601318,18.94763288497925,0.37603931062011525
M,V,370,-1.6426100730895996,9.832216262817383,7.585323333740234,5.935791492462158,21.11124629974365,0.24377177421331916
U,V,370,0.0022983241360634565,6.639995574951172,5.276887893676758,4.495913028717041,13.412553596496583,0.5629018108696948
